,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Chile 1Y,5.040,5.040,5.040,5.040,+0.000,+0.00%,30/05,
,Chile 2Y,4.870,4.870,4.870,4.870,+0.000,+0.00%,30/05,
,Chile 3Y,6.820,6.820,6.830,6.820,0.000,0.00%,11/10,
,Chile 4Y,5.510,5.510,5.510,5.510,0.000,0.00%,30/05,
,Chile 4Y,2.610,2.610,2.610,2.610,0.000,0.00%,30/05,
,Chile 5Y,5.770,5.770,5.770,5.770,+0.000,+0.00%,30/05,
,Chile 8Y,5.990,5.990,5.990,5.990,+0.000,+0.00%,30/05,
,Chile 10Y,6.030,6.030,6.030,6.030,+0.000,+0.00%,30/05,
,Chile 20Y,6.100,6.100,6.100,6.100,+0.000,+0.00%,30/05,
,Chile 30Y,5.970,5.970,5.970,5.970,+0.000,+0.00%,30/05,
